1	1	0.687160
1	-1	0.526148
-1	-1	0.561616
1	1	0.618260
1	1	0.688766
-1	-1	0.935489
1	1	0.589269
-1	-1	0.761696
-1	-1	0.778911
1	1	0.890254
1	1	0.637312
1	1	0.876363
-1	-1	0.612630
1	1	0.775676
1	1	0.901149
1	1	0.626179
1	1	0.777229
1	1	0.557271
1	1	0.656818
-1	1	0.636482
1	1	0.713252
-1	-1	0.667960
1	1	0.570645
1	1	0.548227
1	1	0.676984
-1	-1	0.795101
1	-1	0.541943
-1	-1	0.691295
-1	1	0.505352
1	1	0.716441
1	1	0.733563
-1	-1	0.642175
-1	-1	0.657572
-1	-1	0.568822
1	1	0.743837
-1	-1	0.601166
-1	-1	0.703633
1	1	0.634845
1	1	0.730615
1	1	0.537268
1	1	0.712897
1	1	0.724159
1	1	0.720706
-1	-1	0.700540
-1	-1	0.582001
1	1	0.714879
-1	-1	0.590094
1	1	0.891484
-1	-1	0.831666
-1	-1	0.682719
1	1	0.787815
1	1	0.871008
1	1	0.865445
1	1	0.801483
1	1	0.700033
-1	-1	0.579051
-1	-1	0.565248
-1	-1	0.701202
-1	-1	0.647260
1	1	0.772378
-1	-1	0.684300
1	1	0.757396
1	1	0.549576
1	1	0.507562
-1	-1	0.767194
-1	1	0.529516
1	-1	0.573455
1	1	0.675655
1	1	0.526130
-1	-1	0.646234
-1	-1	0.802489
-1	-1	0.761018
-1	-1	0.826624
-1	-1	0.900417
-1	1	0.510670
1	1	0.673260
-1	-1	0.757487
-1	-1	0.599205
-1	-1	0.731140
1	1	0.664605
1	1	0.876328
-1	-1	0.674470
-1	-1	0.767362
-1	-1	0.732724
-1	-1	0.564709
1	1	0.816531
1	1	0.745111
-1	-1	0.706468
1	1	0.628084
1	1	0.654484
1	1	0.508336
-1	-1	0.780717
1	1	0.524345
-1	1	0.538882
-1	-1	0.610419
1	1	0.756565
-1	-1	0.542265
1	1	0.517476
1	1	0.571366
-1	-1	0.721027
1	1	0.654700
-1	-1	0.803536
-1	1	0.633241
-1	-1	0.675309
1	1	0.665972
-1	-1	0.925161
-1	-1	0.707091
1	1	0.766137
-1	-1	0.613078
-1	-1	0.527227
-1	-1	0.736990
-1	1	0.662408
1	1	0.682998
-1	-1	0.915103
-1	-1	0.608748
1	1	0.724478
-1	-1	0.826286
1	1	0.604263
-1	-1	0.799544
1	1	0.603233
-1	-1	0.538088
-1	-1	0.645661
-1	-1	0.520280
1	1	0.678849
-1	-1	0.644003
1	1	0.734787
-1	-1	0.789704
-1	-1	0.730631
-1	-1	0.613526
-1	-1	0.648589
-1	-1	0.696728
-1	-1	0.508803
-1	1	0.511699
-1	-1	0.669265
1	1	0.611476
-1	-1	0.835185
1	1	0.632975
-1	-1	0.758626
-1	-1	0.716634
-1	-1	0.622287
-1	-1	0.637720
1	-1	0.588029
1	1	0.526511
-1	-1	0.765490
-1	-1	0.792116
-1	-1	0.758470
1	1	0.618474
-1	-1	0.663830
-1	-1	0.831276
-1	-1	0.729566
-1	-1	0.728315
-1	-1	0.661132
1	1	0.750712
1	-1	0.596637
-1	-1	0.699486
-1	1	0.524695
-1	-1	0.849514
-1	1	0.566045
-1	-1	0.927309
-1	-1	0.579085
1	1	0.781298
1	1	0.802441
1	1	0.605023
-1	-1	0.584371
-1	-1	0.767338
-1	-1	0.687575
1	1	0.662401
-1	-1	0.908467
1	1	0.864306
-1	-1	0.788746
1	1	0.719330
-1	-1	0.654182
1	-1	0.500847
-1	-1	0.785535
-1	-1	0.651306
1	1	0.859790
-1	-1	0.686282
-1	-1	0.649588
-1	-1	0.714710
1	1	0.872307
1	1	0.590261
1	1	0.661904
1	1	0.714362
-1	-1	0.771266
1	1	0.659931
-1	-1	0.727142
-1	-1	0.821038
-1	1	0.598044
-1	1	0.588572
1	1	0.692470
-1	-1	0.652887
1	1	0.710909
-1	-1	0.590718
-1	-1	0.843712
1	-1	0.553715
1	1	0.624187
1	1	0.549307
-1	-1	0.625840
1	1	0.669005
1	1	0.568531
1	-1	0.680254
-1	-1	0.550740
-1	-1	0.501771
-1	-1	0.775926
-1	-1	0.673548
1	1	0.920695
1	1	0.662076
1	-1	0.668005
-1	-1	0.721688
-1	-1	0.508705
-1	-1	0.702554
1	1	0.854673
-1	-1	0.803521
-1	-1	0.752875
-1	-1	0.726809
-1	-1	0.875906
1	1	0.593364
1	1	0.561831
1	1	0.707354
-1	-1	0.645609
1	1	0.726614
-1	-1	0.660855
1	1	0.638006
-1	-1	0.528229
-1	-1	0.751981
1	-1	0.527583
-1	-1	0.823627
1	1	0.783825
1	-1	0.517394
-1	-1	0.718158
1	-1	0.685026
-1	-1	0.744850
-1	-1	0.852896
-1	-1	0.680749
-1	-1	0.742245
-1	-1	0.577059
1	1	0.651831
1	1	0.716497
1	1	0.730383
-1	-1	0.655530
-1	-1	0.672582
1	1	0.617107
1	1	0.671229
1	1	0.865849
1	1	0.721794
-1	-1	0.506566
-1	-1	0.735545
1	1	0.605461
-1	-1	0.862796
-1	1	0.526424
-1	-1	0.726827
-1	-1	0.650183
1	1	0.939493
-1	-1	0.751040
1	-1	0.549383
1	1	0.557966
-1	-1	0.716203
-1	1	0.772046
1	1	0.793136
1	1	0.616144
1	1	0.848800
-1	-1	0.864321
-1	-1	0.513607
-1	-1	0.553004
1	1	0.818821
1	1	0.745308
-1	-1	0.718283
1	1	0.678629
-1	1	0.551817
-1	-1	0.805169
-1	-1	0.718160
1	-1	0.652144
1	1	0.798916
1	1	0.508486
-1	-1	0.609682
-1	-1	0.826936
1	1	0.859719
-1	-1	0.884237
-1	-1	0.832366
1	-1	0.638191
1	1	0.542766
1	1	0.638884
-1	-1	0.520366
-1	-1	0.703899
-1	-1	0.775332
1	1	0.882262
-1	-1	0.612469
1	1	0.951753
-1	-1	0.525596
1	1	0.776540
-1	-1	0.844670
1	-1	0.534479
-1	1	0.508102
1	1	0.517426
1	1	0.910475
-1	-1	0.689513
1	1	0.547960
1	-1	0.554979
1	1	0.654430
-1	-1	0.715286
1	-1	0.738636
1	-1	0.510029
1	1	0.850432
-1	-1	0.713253
-1	1	0.512606
-1	-1	0.804281
-1	-1	0.791023
-1	-1	0.537942
1	1	0.787606
1	1	0.699112
-1	-1	0.726474
-1	-1	0.896661
1	-1	0.679880
-1	-1	0.779642
-1	-1	0.579566
-1	-1	0.664965
1	1	0.580896
-1	-1	0.669764
1	1	0.694790
1	1	0.580048
-1	-1	0.709047
1	1	0.936594
-1	-1	0.670378
1	1	0.711197
1	-1	0.543027
-1	-1	0.755537
-1	-1	0.614108
-1	1	0.586320
-1	-1	0.698205
1	-1	0.567503
-1	-1	0.766845
-1	-1	0.560043
1	1	0.772228
-1	-1	0.852723
1	1	0.586757
-1	1	0.557011
1	1	0.629694
1	1	0.743263
-1	-1	0.767834
1	1	0.538684
1	1	0.748300
-1	-1	0.883733
-1	1	0.561674
-1	-1	0.677295
1	1	0.720423
-1	-1	0.693974
-1	-1	0.574158
-1	-1	0.751707
-1	-1	0.609675
1	1	0.575800
-1	-1	0.702508
1	1	0.697066
1	1	0.670928
-1	-1	0.617054
-1	-1	0.870144
1	1	0.641936
-1	-1	0.540704
1	1	0.643339
1	1	0.780656
1	1	0.589051
-1	-1	0.658142
-1	-1	0.797601
1	1	0.804350
1	-1	0.561537
-1	-1	0.716784
1	1	0.717480
-1	-1	0.671173
1	1	0.607903
-1	-1	0.613613
-1	-1	0.817810
-1	-1	0.864404
1	-1	0.586897
1	1	0.912982
1	1	0.661403
-1	-1	0.959722
-1	-1	0.503451
1	1	0.790148
1	1	0.619016
-1	-1	0.599673
1	-1	0.531332
-1	-1	0.649818
1	1	0.834994
-1	-1	0.831481
-1	-1	0.677122
1	-1	0.749335
-1	1	0.636576
1	-1	0.537801
1	1	0.520548
1	1	0.758585
1	1	0.643865
1	1	0.802821
1	1	0.717813
-1	-1	0.883605
-1	-1	0.606197
-1	-1	0.656880
-1	-1	0.610116
1	1	0.607034
-1	-1	0.725435
1	1	0.949848
1	1	0.707649
-1	-1	0.640865
1	1	0.831360
1	1	0.894244
1	-1	0.501029
-1	-1	0.660200
1	1	0.782392
1	1	0.652634
1	1	0.884600
-1	-1	0.660720
-1	-1	0.806858
1	1	0.841281
-1	-1	0.530842
1	1	0.722761
-1	-1	0.667746
1	-1	0.565523
-1	1	0.630755
1	1	0.652572
1	1	0.801334
1	1	0.740980
1	1	0.906482
-1	1	0.616146
1	1	0.763447
1	1	0.648941
1	1	0.928774
-1	-1	0.634254
-1	-1	0.648541
1	1	0.506677
-1	-1	0.626113
1	1	0.759342
1	1	0.537319
-1	1	0.529023
1	1	0.652280
1	1	0.743781
-1	1	0.688244
1	1	0.816102
1	1	0.644520
1	1	0.689913
1	1	0.711907
1	1	0.583004
1	1	0.591433
-1	-1	0.717989
1	1	0.522218
1	1	0.802196
-1	-1	0.740202
-1	-1	0.603855
-1	-1	0.806294
-1	1	0.551880
1	1	0.888853
-1	-1	0.752793
1	1	0.762565
-1	-1	0.884187
1	1	0.510925
1	1	0.662863
-1	-1	0.761431
1	1	0.560876
1	1	0.652847
1	1	0.718737
-1	-1	0.806816
1	1	0.825843
-1	-1	0.717054
1	1	0.835541
1	1	0.722845
-1	-1	0.889187
-1	-1	0.856982
1	1	0.614828
-1	-1	0.834570
1	1	0.631564
1	1	0.715182
-1	-1	0.688526
-1	-1	0.658049
-1	-1	0.620210
1	1	0.548024
1	1	0.579381
-1	-1	0.687960
1	1	0.832564
-1	-1	0.716080
1	1	0.695279
-1	-1	0.507631
-1	-1	0.815973
1	1	0.826307
1	1	0.842885
1	1	0.661097
-1	-1	0.783934
1	1	0.655807
1	1	0.938514
-1	-1	0.879789
-1	-1	0.766788
-1	-1	0.609876
-1	-1	0.555584
-1	-1	0.648950
-1	-1	0.749844
1	1	0.510614
1	1	0.902258
1	1	0.789391
-1	-1	0.762950
1	1	0.758237
-1	-1	0.578348
1	1	0.789637
1	1	0.713374
1	1	0.853571
-1	-1	0.718633
-1	-1	0.754116
-1	-1	0.857743
1	-1	0.501711
-1	-1	0.606919
-1	-1	0.820600
-1	-1	0.583620
1	1	0.741217
-1	-1	0.626270
-1	-1	0.801877
-1	1	0.512312
-1	-1	0.836172
1	1	0.584387
-1	-1	0.682651
1	1	0.565435
1	1	0.712397
-1	1	0.504521
-1	-1	0.695684
-1	1	0.577350
1	1	0.551829
-1	-1	0.858489
1	1	0.792430
-1	-1	0.882013
1	1	0.709758
-1	-1	0.517861
-1	-1	0.839094
-1	-1	0.500997
1	1	0.898693
-1	-1	0.567759
-1	-1	0.832623
1	1	0.714795
1	1	0.526112
1	1	0.702860
1	1	0.812125
-1	-1	0.565929
-1	-1	0.708073
1	1	0.592293
1	1	0.643072
1	1	0.505313
-1	-1	0.804940
-1	-1	0.627605
-1	-1	0.834793
-1	-1	0.713589
-1	-1	0.754702
1	-1	0.589076
-1	-1	0.809269
-1	-1	0.680800
-1	-1	0.701551
1	1	0.693499
1	1	0.782397
1	1	0.921538
-1	-1	0.617711
1	1	0.709621
1	1	0.681805
1	1	0.647879
1	1	0.872070
-1	-1	0.718715
-1	1	0.575838
1	1	0.863459
-1	-1	0.681913
1	1	0.767687
-1	-1	0.791113
1	1	0.715455
-1	-1	0.640422
1	1	0.767851
1	1	0.600232
-1	-1	0.914672
-1	-1	0.657448
-1	-1	0.578366
1	1	0.729819
1	1	0.737155
1	1	0.727241
1	-1	0.695874
-1	-1	0.657101
-1	1	0.679623
-1	-1	0.771227
1	1	0.653954
-1	-1	0.806029
1	-1	0.534200
1	1	0.798047
1	1	0.740824
-1	-1	0.649930
-1	-1	0.757521
-1	-1	0.554357
1	1	0.686652
1	-1	0.544825
-1	-1	0.747309
1	1	0.740557
1	1	0.785294
1	1	0.590689
-1	-1	0.686293
1	1	0.618543
1	1	0.751337
1	1	0.946838
1	1	0.630551
-1	1	0.629598
1	-1	0.816303
-1	1	0.792536
1	1	0.702394
-1	-1	0.704494
1	1	0.648762
1	1	0.859458
1	1	0.815554
-1	1	0.605088
-1	-1	0.805746
-1	-1	0.886188
-1	-1	0.736866
1	1	0.652487
1	1	0.709454
1	1	0.595776
1	1	0.881542
-1	-1	0.663860
1	1	0.857131
1	1	0.589697
-1	-1	0.906980
1	1	0.704033
-1	-1	0.746788
-1	-1	0.694266
-1	-1	0.769834
1	1	0.662701
1	1	0.615996
-1	-1	0.800437
-1	-1	0.667499
-1	-1	0.714894
1	1	0.805281
-1	-1	0.781766
1	1	0.780704
-1	1	0.510271
1	1	0.755859
-1	-1	0.575814
1	1	0.842747
-1	-1	0.882337
1	1	0.706528
